category	path	line	matched_terms	excerpt	phase1_use
lean	Relico.lean	77	trace	import Relico.Tests.MachineTraceForward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	106	trace	import Relico.DTR.StoreTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	107	trace	import Relico.LF.StoreTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	108	trace	import Relico.Correctness.StoreTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	109	trace	import Relico.Tests.StoreTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	110	dispatch	import Relico.DTR.StoreDispatchSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	111	dispatch	import Relico.LF.StoreDispatchSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	112	dispatch	import Relico.Correctness.StoreDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	113	dispatch	import Relico.Tests.StoreDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	119	trace	import Relico.DTR.StoreMachineTraceSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	120	trace	import Relico.LF.StoreMachineTraceSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	121	trace	import Relico.Correctness.StoreMachineTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	122	trace	import Relico.Tests.StoreMachineTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	125	priority	import Relico.DTR.MessageServerPriority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	126	dispatch	import Relico.DTR.MultiStoreDispatchSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	129	trace	import Relico.DTR.MultiStoreMachineTraceSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	137	dispatch	import Relico.LF.MultiStoreDispatchSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	140	trace	import Relico.LF.MultiStoreMachineTraceSemantics	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	151	dispatch	import Relico.Correctness.MultiStoreDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	155	trace	import Relico.Correctness.MultiStoreMachineTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	162	priority	import Relico.Tests.MessageServerPriority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	163	dispatch	import Relico.Tests.MultiStoreDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	166	trace	import Relico.Tests.MultiStoreMachineTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	181	priority|scheduling	import Relico.DTR.MultiStorePriorityScheduling	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	182	scheduling	import Relico.LF.MultiStoreReactionScheduling	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	183	priority|scheduling|dispatch	import Relico.Tests.PriorityDispatchScheduling	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	185	priority	import Relico.DTR.PriorityTimingWellFormed	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	186	priority	import Relico.LF.PriorityTimingInvariant	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	187	priority	import Relico.Correctness.PriorityTiming	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	188	priority	import Relico.Tests.PriorityTiming	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	190	priority	import Relico.Correctness.PriorityOrder	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	191	priority	import Relico.Tests.PriorityOrder	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	193	priority	import Relico.Correctness.PriorityEligibility	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	194	priority	import Relico.Tests.PriorityEligibility	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	196	priority	import Relico.DTR.PriorityTimingInvariant	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	197	priority	import Relico.Correctness.PriorityMachineTiming	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	198	priority	import Relico.Tests.PriorityMachineTiming	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	204	correspondence	import Relico.Correctness.PayloadCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	234	trace	import Relico.Correctness.PayloadTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	236	trace	import Relico.Tests.PayloadTrace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	248	dispatch	import Relico.Correctness.PayloadDispatchQueue	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	250	dispatch	import Relico.Tests.PayloadDispatchQueue	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	266	dispatch	import Relico.DTR.BoundPayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	268	dispatch	import Relico.LF.BoundPayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	270	dispatch	import Relico.Tests.BoundPayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	272	dispatch	import Relico.Correctness.BoundPayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	274	dispatch	import Relico.Tests.BoundPayloadDispatchCorrectness	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	284	priority	import Relico.Tests.ZeroDelayPriorityMismatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	299	correspondence	import Relico.Correctness.DetailedStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	300	correspondence	import Relico.Tests.DetailedStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	302	correspondence	import Relico.Correctness.ConcreteDetailedStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	303	correspondence	import Relico.Tests.ConcreteDetailedStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	323	priority	import Relico.Correctness.DetailedPriorityRuntimeInvariant	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	324	priority	import Relico.Tests.DetailedPriorityRuntimeInvariant	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	351	correspondence	import Relico.Correctness.DetailedBoundPayloadStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	352	correspondence	import Relico.Tests.DetailedBoundPayloadStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	397	correspondence	import Relico.Correctness.DirectLFBagQueueCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	398	correspondence	import Relico.Tests.DirectLFBagQueueCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	421	dispatch	import Relico.Correctness.DirectLFDispatchSelection	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	422	dispatch	import Relico.Tests.DirectLFDispatchSelection	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	427	correspondence	import Relico.Correctness.DirectLFRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	428	correspondence	import Relico.Tests.DirectLFRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	430	dispatch	import Relico.Correctness.DirectLFForwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	431	dispatch	import Relico.Tests.DirectLFForwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	433	dispatch	import Relico.Correctness.DirectLFBackwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	434	dispatch	import Relico.Tests.DirectLFBackwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	436	correspondence	import Relico.Correctness.DirectLFPayloadRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	437	dispatch	import Relico.Correctness.DirectLFPayloadDispatchSelection	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	438	dispatch	import Relico.Correctness.DirectLFPayloadForwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	439	dispatch	import Relico.Correctness.DirectLFPayloadBackwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	440	dispatch	import Relico.Tests.DirectLFPayloadRuntimeDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	442	correspondence	import Relico.Correctness.DirectLFDetailedRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	443	correspondence	import Relico.Tests.DirectLFDetailedRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	445	correspondence	import Relico.Correctness.DirectLFPayloadDetailedRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	446	correspondence	import Relico.Correctness.DirectLFPayloadDetailedLabelCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	447	correspondence	import Relico.Tests.DirectLFPayloadDetailedRuntimeLabelCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	465	priority	import Relico.DTR.MultiStorePayloadPriority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	472	correspondence	import Relico.Correctness.MultiStorePayloadStatementCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	475	dispatch	import Relico.DTR.MultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	476	dispatch	import Relico.LF.MultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	477	dispatch	import Relico.Tests.MultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	479	priority	import Relico.Correctness.MultiStorePayloadPriorityOrder	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	486	dispatch	import Relico.Correctness.MultiStorePayloadBaseDispatchSelection	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	487	dispatch	import Relico.Correctness.MultiStorePayloadDispatchSelection	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	490	correspondence	import Relico.Correctness.MultiStorePayloadRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	491	correspondence	import Relico.Tests.MultiStorePayloadRuntimeStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	495	dispatch	import Relico.Correctness.MultiStorePayloadRuntimeDispatchSupport	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	496	dispatch	import Relico.Tests.MultiStorePayloadRuntimeDispatchSupport	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	498	dispatch	import Relico.Correctness.MultiStorePayloadForwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	499	dispatch	import Relico.Tests.MultiStorePayloadForwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	501	dispatch	import Relico.Correctness.MultiStorePayloadBackwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	502	dispatch	import Relico.Tests.MultiStorePayloadBackwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	506	correspondence	import Relico.Correctness.MultiStorePayloadDetailedRuntimeLabelCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	507	correspondence	import Relico.Tests.MultiStorePayloadDetailedRuntimeLabelCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	517	dispatch	import Relico.Correctness.MultiStorePayloadDetailedDispatchWeakMatches	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	525	dispatch	import Relico.Tests.MultiStorePayloadDetailedDispatchWeakMatches	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	556	correspondence	import Relico.Correctness.GlobalMultiStorePayloadStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	560	correspondence	import Relico.Correctness.GlobalMultiStorePayloadInitializationCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	566	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	572	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendStatementCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	578	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendFrameCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	581	dispatch	import Relico.DTR.GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	582	dispatch	import Relico.LF.GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	583	dispatch|correspondence	import Relico.Correctness.GlobalMultiStorePayloadDispatchCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	585	actorPriority|priority	import Relico.Correctness.GlobalMultiStorePayloadActorPriorityBoundary	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	588	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendFrameStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	589	dispatch	import Relico.Tests.GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	591	actorPriority|priority	import Relico.Tests.GlobalMultiStorePayloadActorPriorityBoundary	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	593	correspondence	import Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	594	correspondence	import Relico.Tests.GlobalMultiStorePayloadOneStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico.lean	598	correspondence	import Relico.Correctness.GlobalMultiStorePayloadFiniteExecutionCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Common/WeakExecution.lean	136	trace	Observable projection distributes over trace concatenation.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Common/WeakTransition.lean	315	trace	Project a raw transition-label trace onto an observable alphabet.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Common/WeakTransition.lean	326	trace	(trace :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Common/WeakTransition.lean	331	trace	trace	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/Backward.lean	1	correspondence	import Relico.Correctness.Correspondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/Backward.lean	15	scheduling	Every assignment or logical-action scheduling transition performed by	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	2	dispatch	import Relico.Correctness.Dispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	3	dispatch	import Relico.DTR.BoundPayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	4	dispatch	import Relico.LF.BoundPayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	13	dispatch	dispatch.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	19	scheduler	The additional scheduler premises are required because DTR orders by	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	22	dispatch	def BoundPayloadForwardDispatchCompatible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	48	dispatch	dispatch.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	54	dispatch	theorem boundPayloadDispatch_forward_of_compatible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	59	dispatch	(hSourceDispatch :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	60	dispatch	DTR.BoundPayloadDispatchStep	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	70	dispatch	BoundPayloadForwardDispatchCompatible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	75	dispatch	LF.BoundPayloadDispatchStep	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	88	dispatch	cases hSourceDispatch with	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	234	dispatch	LF.BoundPayloadDispatchStep.fire	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	276	dispatch	Every generated parameter-aware LF dispatch beginning in corresponding	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	277	dispatch	states can be reconstructed as a source dispatch.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	283	dispatch	theorem boundPayloadDispatch_backward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	288	dispatch	(hTargetDispatch :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	289	dispatch	LF.BoundPayloadDispatchStep	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	300	dispatch	DTR.BoundPayloadDispatchStep	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	312	dispatch	cases hTargetDispatch with	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadDispatch.lean	492	dispatch	DTR.BoundPayloadDispatchStep.fire	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadState.lean	1	dispatch	import Relico.Correctness.PayloadDispatchQueue	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadState.lean	12	correspondence	Correspondence between parameter-aware source and generated-LF payload	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadState.lean	16	dispatch	translation preserves formal names and dispatch binds the same ordered	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadState.lean	47	correspondence	State correspondence also yields the established payload-free queue	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadState.lean	48	correspondence	correspondence after forgetting payload equality.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadStep.lean	12	correspondence	Correspondence between parameter-aware source-send labels and generated	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadStep.lean	13	scheduling	LF scheduling labels.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadStep.lean	38	scheduling	Every parameter-aware source scheduling step has a corresponding	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadStep.lean	306	scheduling	Every generated parameter-aware scheduling step beginning in	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/BoundPayloadStep.lean	307	scheduling	corresponding states can be reconstructed as a source scheduling step.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	1	correspondence	import Relico.Correctness.DetailedStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	4	dispatch	import Relico.Correctness.MultiStoreDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	12	message server|correspondence	Concrete correspondence between a source message server and the generated LF	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	24	dispatch	Concrete specialization of the phase-level dispatch witness.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	26	correspondence	It uses the existing executable multi-store correspondence relations:	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	32	dispatch	abbrev ConcreteDetailedDispatchWitnessCorresponds	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	42	dispatch	DetailedDispatchWitnessCorresponds	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	56	correspondence	Concrete specialization of detailed cross-language state correspondence for	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	76	correspondence	Concrete stable-state correspondence is exactly the established executable	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	95	dispatch	Construct a concrete detailed dispatch witness from the established	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	96	correspondence	multi-store correspondence facts.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	98	dispatch	theorem concreteDetailedDispatchWitness_mk	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	121	dispatch	ConcreteDetailedDispatchWitnessCorresponds	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	146	dispatch	A concrete dispatch witness preserves metric time before and after dispatch.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	148	dispatch	theorem concreteDetailedDispatchWitness_times	candidate evidence only; semantic classification requires Phase 2 inspection
