path	line	kind	name	qualified_name_candidate	signature_excerpt
Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	82	theorem	explicitActorPriorityRequest_rejected	Relico.Correctness.GlobalMultiStorePayloadActorPriorityBoundary.explicitActorPriorityRequest_rejected	theorem explicitActorPriorityRequest_rejected (assignment : ActorPriorityAssignment) : ¬RequestWithinSupportedFragment (some assignment) := by
Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	93	def	Boundary	Relico.Correctness.GlobalMultiStorePayloadActorPriorityBoundary.Boundary	def Boundary (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) (request : ActorPriorityRequest) : Prop :=
Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	101	theorem	boundary_iff_request_absent	Relico.Correctness.GlobalMultiStorePayloadActorPriorityBoundary.boundary_iff_request_absent	theorem boundary_iff_request_absent (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) (request : ActorPriorityRequest) : Boundary model program request ↔ request = none := by
Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	125	theorem	boundary_rejects_explicit_actor_priority	Relico.Correctness.GlobalMultiStorePayloadActorPriorityBoundary.boundary_rejects_explicit_actor_priority	theorem boundary_rejects_explicit_actor_priority (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) (assignment : ActorPriorityAssignment) : ¬Boundary model program (some assignment) := by
Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	140	theorem	localReactionPriority_preserved	Relico.Correctness.GlobalMultiStorePayloadActorPriorityBoundary.localReactionPriority_preserved	theorem localReactionPriority_preserved (server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority = server.priority :=
Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	26	abbrev	SourceOccurrence	Relico.Correctness.GlobalMultiStorePayloadDeclaredFragment.SourceOccurrence	abbrev SourceOccurrence := DTR.GlobalMultiStorePayloadExternalSend.Occurrence /-- The existing actor-local source priority-eligibility relation. -/ abbrev SourcePriorityEligible :=
Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	32	abbrev	SourcePriorityEligible	Relico.Correctness.GlobalMultiStorePayloadDeclaredFragment.SourcePriorityEligible	abbrev SourcePriorityEligible := DTR.MultiStorePayloadIsPriorityEligible /-- The existing actor-local target priority-eligibility relation. -/ abbrev TargetPriorityEligible :=
Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	38	abbrev	TargetPriorityEligible	Relico.Correctness.GlobalMultiStorePayloadDeclaredFragment.TargetPriorityEligible	abbrev TargetPriorityEligible := LF.MultiStorePayloadIsReactionPriorityEligible /-- An explicit zero delay is an ordinary `Delay` whose natural value is zero. -/ def explicitZeroDelay : Delay :=
Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	130	theorem	externalSendFrame_forward	Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence.externalSendFrame_forward	theorem externalSendFrame_forward {sourceModel : DTR.GlobalMultiStorePayloadModel} {targetProgram : LF.GlobalMultiStorePayloadProgram} {history : List DTR.GlobalMultiStorePayloadExternalSend.Key} {sourceBefore sourceAfter : DTR.GlobalMultiStorePayloadState} {targetBefore : LF.GlobalMultiStorePayloadState} {sourceFrame : DTR.GlobalMultiStorePayloadExternalSendFrame.Frame} (hCompatible : ForwardExternalSendFrameCompatible sourceModel targetProgram history sourceBefore sourceAfter targetBefore sourceFrame) : ∃ targetAfter, LF.GlobalMultiStorePayloadOneStep.Step targetProgram targetBefore targetAfter ∧ GlobalMultiStorePayloadRuntimeStateCorresponds sourceModel targetProgram
Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	188	theorem	externalSendFrame_backward	Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence.externalSendFrame_backward	theorem externalSendFrame_backward {sourceModel : DTR.GlobalMultiStorePayloadModel} {targetProgram : LF.GlobalMultiStorePayloadProgram} {history : List DTR.GlobalMultiStorePayloadExternalSend.Key} {sourceBefore : DTR.GlobalMultiStorePayloadState} {targetAfter : LF.GlobalMultiStorePayloadState} {targetFrame : LF.GlobalMultiStorePayloadExternalSendFrame.Frame} (hCompatible : BackwardExternalSendFrameCompatible sourceModel targetProgram history sourceBefore targetAfter targetFrame) : ∃ sourceAfter, DTR.GlobalMultiStorePayloadOneStep.Step sourceModel history sourceBefore sourceAfter ∧ GlobalMultiStorePayloadRuntimeStateCorresponds sourceModel targetProgram
Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	241	theorem	oneStep_forward	Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence.oneStep_forward	theorem oneStep_forward {sourceModel : DTR.GlobalMultiStorePayloadModel} {targetProgram : LF.GlobalMultiStorePayloadProgram} {history : List DTR.GlobalMultiStorePayloadExternalSend.Key} {sourceBefore sourceAfter : DTR.GlobalMultiStorePayloadState} {targetBefore : LF.GlobalMultiStorePayloadState} (hSourceStep : DTR.GlobalMultiStorePayloadOneStep.Step sourceModel history sourceBefore sourceAfter) (hGlobal : GlobalMultiStorePayloadRuntimeStateCorresponds sourceModel targetProgram sourceBefore targetBefore) (hFrameCompatible : ∀ {sourceFrame : DTR.GlobalMultiStorePayloadExternalSendFrame.Frame} {result : DTR.GlobalMultiStorePayloadExternalSendFrame.Success}, DTR.GlobalMultiStorePayloadOneStep.ExternalSendFrameStep
Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	326	theorem	oneStep_backward	Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence.oneStep_backward	theorem oneStep_backward {sourceModel : DTR.GlobalMultiStorePayloadModel} {targetProgram : LF.GlobalMultiStorePayloadProgram} {history : List DTR.GlobalMultiStorePayloadExternalSend.Key} {sourceBefore : DTR.GlobalMultiStorePayloadState} {targetBefore targetAfter : LF.GlobalMultiStorePayloadState} (hTargetStep : LF.GlobalMultiStorePayloadOneStep.Step targetProgram targetBefore targetAfter) (hGlobal : GlobalMultiStorePayloadRuntimeStateCorresponds sourceModel targetProgram sourceBefore targetBefore) (hFrameCompatible : ∀ {targetOccurrence : LF.GlobalMultiStorePayloadExternalSend.Occurrence} {targetFrame : LF.GlobalMultiStorePayloadExternalSendFrame.Frame}, LF.GlobalMultiStorePayloadOneStep.ExternalSendFrameStep targetBefore
Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	20	inductive	ForwardStepsCompatible	Relico.Correctness.GlobalMultiStorePayloadFiniteExecutionCorrespondence.ForwardStepsCompatible	inductive ForwardStepsCompatible (sourceModel : DTR.GlobalMultiStorePayloadModel) (targetProgram : LF.GlobalMultiStorePayloadProgram) : {sourceBefore sourceAfter : DTR.GlobalMultiStorePayloadFiniteExecution.Configuration} → DTR.GlobalMultiStorePayloadFiniteExecution.Steps sourceModel sourceBefore sourceAfter → LF.GlobalMultiStorePayloadState → Type where
Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	116	inductive	BackwardStepsCompatible	Relico.Correctness.GlobalMultiStorePayloadFiniteExecutionCorrespondence.BackwardStepsCompatible	inductive BackwardStepsCompatible (sourceModel : DTR.GlobalMultiStorePayloadModel) (targetProgram : LF.GlobalMultiStorePayloadProgram) : {targetBefore targetAfter : LF.GlobalMultiStorePayloadState} → LF.GlobalMultiStorePayloadFiniteExecution.Steps targetProgram targetBefore targetAfter → DTR.GlobalMultiStorePayloadFiniteExecution.Configuration → Type where
Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	213	theorem	finite_forward	Relico.Correctness.GlobalMultiStorePayloadFiniteExecutionCorrespondence.finite_forward	theorem finite_forward {sourceModel : DTR.GlobalMultiStorePayloadModel} {targetProgram : LF.GlobalMultiStorePayloadProgram} {sourceBefore sourceAfter : DTR.GlobalMultiStorePayloadFiniteExecution.Configuration} {targetBefore : LF.GlobalMultiStorePayloadState} (hSourceSteps : DTR.GlobalMultiStorePayloadFiniteExecution.Steps sourceModel sourceBefore sourceAfter) (hCompatible : ForwardStepsCompatible sourceModel targetProgram hSourceSteps targetBefore) (hGlobal : GlobalMultiStorePayloadRuntimeStateCorresponds sourceModel targetProgram sourceBefore.state targetBefore) : ∃ targetAfter, LF.GlobalMultiStorePayloadFiniteExecution.Steps targetProgram targetBefore
Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	334	theorem	finite_backward	Relico.Correctness.GlobalMultiStorePayloadFiniteExecutionCorrespondence.finite_backward	theorem finite_backward {sourceModel : DTR.GlobalMultiStorePayloadModel} {targetProgram : LF.GlobalMultiStorePayloadProgram} {sourceBefore : DTR.GlobalMultiStorePayloadFiniteExecution.Configuration} {targetBefore targetAfter : LF.GlobalMultiStorePayloadState} (hTargetSteps : LF.GlobalMultiStorePayloadFiniteExecution.Steps targetProgram targetBefore targetAfter) (hCompatible : BackwardStepsCompatible sourceModel targetProgram hTargetSteps sourceBefore) (hGlobal : GlobalMultiStorePayloadRuntimeStateCorresponds sourceModel targetProgram sourceBefore.state targetBefore) : ∃ sourceAfter, DTR.GlobalMultiStorePayloadFiniteExecution.Steps sourceModel sourceBefore
Relico/DTR/GlobalMultiStorePayloadOneStep.lean	112	inductive	Step	Relico.DTR.GlobalMultiStorePayloadOneStep.Step	inductive Step (model : GlobalMultiStorePayloadModel) (history : List GlobalMultiStorePayloadExternalSend.Key) : GlobalMultiStorePayloadState → GlobalMultiStorePayloadState → Prop where
Relico/DTR/GlobalMultiStorePayloadOneStep.lean	167	theorem	Step.iff_externalSendFrame_or_dispatch	Relico.DTR.GlobalMultiStorePayloadOneStep.Step.iff_externalSendFrame_or_dispatch	theorem Step.iff_externalSendFrame_or_dispatch {model : GlobalMultiStorePayloadModel} {history : List GlobalMultiStorePayloadExternalSend.Key} {before after : GlobalMultiStorePayloadState} : Step model history before after ↔ (∃ frame result, ExternalSendFrameStep model history before frame result after) ∨ (∃ actorName selectedMessage selectedServer, GlobalMultiStorePayloadDispatch.Step model actorName before selectedMessage selectedServer after) := by
Relico/LF/GlobalMultiStorePayloadOneStep.lean	70	inductive	Step	Relico.LF.GlobalMultiStorePayloadOneStep.Step	inductive Step (program : GlobalMultiStorePayloadProgram) : GlobalMultiStorePayloadState → GlobalMultiStorePayloadState → Prop where
Relico/LF/GlobalMultiStorePayloadOneStep.lean	119	theorem	Step.iff_externalSendFrame_or_dispatch	Relico.LF.GlobalMultiStorePayloadOneStep.Step.iff_externalSendFrame_or_dispatch	theorem Step.iff_externalSendFrame_or_dispatch {program : GlobalMultiStorePayloadProgram} {before after : GlobalMultiStorePayloadState} : Step program before after ↔ (∃ occurrence frame, ExternalSendFrameStep before occurrence frame after) ∨ (∃ actorName selectedAction selectedReaction, GlobalMultiStorePayloadDispatch.Step program actorName before selectedAction selectedReaction after) := by
