source	path	line	matched_categories	excerpt
relico-lean	Relico/DTR/MultiStorePayloadPriority.lean	113	priority	/-- Priority insertion preserves declaration membership exactly. -/ theorem mem_insert_iff
relico-lean	Relico/DTR/MultiStorePayloadPriority.lean	155	priority	/-- Stable priority normalization preserves declaration membership exactly. -/ theorem mem_normalize_iff
relico-lean	Relico/DTR/MultiStorePayloadPriority.lean	182	message-server-priority	] end MultiStorePayloadMessageServerPriority end DTR end Relico
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	1	message-server-priority	import Relico.DTR.MessageServerPriority import Relico.DTR.Scheduling
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	2	scheduler	import Relico.DTR.MessageServerPriority import Relico.DTR.Scheduling set_option autoImplicit false
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	59	message-server-priority|priority	/-- Same-server-order relation after stable local-priority normalization. Smaller explicit priorities occur first. Equal explicit priorities and
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	61	priority	Same-server-order relation after stable local-priority normalization. Smaller explicit priorities occur first. Equal explicit priorities and unannotated declarations retain source declaration order. -/
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	72	message-server-priority	left right (DTR.MessageServerPriority.normalize messageServers)
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	173	priority	/-- Priority-aware eligibility for a pending DTR message. A selected occurrence must:
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	178	priority	1. have an earliest logical arrival time; and 2. target the first priority-ordered server represented among all occurrences with that same arrival time.
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	181	priority	occurrences with that same arrival time. Priority does not allow a later message to overtake an earlier message. -/ def IsPriorityEligible
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	203	priority	/-- Priority-aware eligibility implies ordinary earliest-time eligibility. -/ theorem IsPriorityEligible.isEarliest
relico-lean	Relico/DTR/MultiStorePriorityScheduling.lean	221	priority	/-- Extract the same-time server-order obligation from priority-aware eligibility. -/
relico-lean	Relico/LF/GlobalMultiStorePayloadDispatch.lean	2	trace-or-step	/- Actor-indexed lifting of generated LF payload dispatch into a global actor state.
relico-lean	Relico/LF/GlobalMultiStorePayloadDispatch.lean	5	trace-or-step	state. The actor is an explicit relation parameter. Dispatch installs that actor's local result and synchronizes the complete global tag with the selected action. No autonomous global actor-selection policy is introduced.
relico-lean	Relico/LF/GlobalMultiStorePayloadDispatch.lean	7	scheduler	The actor is an explicit relation parameter. Dispatch installs that actor's local result and synchronizes the complete global tag with the selected action. No autonomous global actor-selection policy is introduced. -/ import Relico.LF.GlobalMultiStorePayload
relico-lean	Relico/LF/GlobalMultiStorePayloadDispatch.lean	148	correspondence	/- Synchronizing both global clocks preserves metric-time agreement supplied by the existing local runtime correspondence. -/
relico-lean	Relico/LF/GlobalMultiStorePayloadOneStep.lean	67	trace-or-step	This is the disjoint union of successful external-send frame execution and explicit actor-indexed dispatch. It does not choose an actor autonomously and does not define a separate time-advance transition. -/
relico-lean	Relico/LF/GlobalMultiStorePayloadOneStep.lean	68	trace-or-step	This is the disjoint union of successful external-send frame execution and explicit actor-indexed dispatch. It does not choose an actor autonomously and does not define a separate time-advance transition. -/ inductive Step
relico-lean	Relico/LF/GlobalMultiStorePayloadOneStep.lean	96	trace-or-step	after | dispatch {actorName : ActorName}
relico-lean	Relico/LF/GlobalMultiStorePayloadOneStep.lean	153	trace-or-step	⟨_, _, hFrame⟩ | dispatch hDispatch => exact Or.inr
relico-lean	Relico/LF/GlobalMultiStorePayloadOneStep.lean	178	trace-or-step	exact Step.dispatch hDispatch
relico-lean	Relico/LF/GlobalMultiStorePayloadFiniteExecution.lean	11	trace-or-step	/-- A finite reflexive sequence of published target one-step transitions. -/ inductive Steps
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	57	scheduler	delay => .schedule (actionNameFor messageName)
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	112	priority	constructor.body priority := none
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	117	priority	/-- Compile one payload-aware message server into its generated logical- action reaction. Formal-parameter order and priority metadata are preserved exactly. -/
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	141	priority	messageServer.body priority := messageServer.priority
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	142	priority	priority := messageServer.priority /--
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	151	message-server-priority	List DTR.MultiStorePayloadMessageServer) : List DTR.MultiStorePayloadMessageServer := DTR.MultiStorePayloadMessageServerPriority.normalize messageServers
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	208	message-server-priority|priority	Correctness theorems over this core will require explicit source well-formedness, including distinct local message-server priorities. -/ def translateMultiStorePayloadCore
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	253	message-server-priority	@[simp] theorem compileMultiStorePayloadReaction_priority (messageServer : DTR.MultiStorePayloadMessageServer) :
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	257	priority	DTR.MultiStorePayloadMessageServer) : (compileMultiStorePayloadReaction messageServer).priority = messageServer.priority := by rfl
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	258	priority	(compileMultiStorePayloadReaction messageServer).priority = messageServer.priority := by rfl
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	263	priority	/-- The priority-ordered source declaration list contains exactly the declarations of the original message-server list. -/
relico-lean	Relico/Translation/MultiStorePayloadBasic.lean	280	message-server-priority	priorityOrderedMultiStorePayloadMessageServers ] using DTR.MultiStorePayloadMessageServerPriority.mem_normalize_iff candidate messageServers
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	6	actor-priority	namespace Relico namespace Correctness namespace GlobalMultiStorePayloadActorPriorityBoundary /--
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	9	actor-priority|priority	/-- An actor-priority assignment supplied outside the published source and target ASTs. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	12	actor-priority	target ASTs. -/ abbrev ActorPriorityAssignment := List (ActorName × Nat)
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	16	priority	/-- `none` requests no actor-level priority policy. A `some` value requests actor-priority metadata that is not represented by
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	18	actor-priority|priority	`none` requests no actor-level priority policy. A `some` value requests actor-priority metadata that is not represented by the published global source or target AST. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	21	actor-priority	the published global source or target AST. -/ abbrev ActorPriorityRequest := Option ActorPriorityAssignment
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	22	actor-priority	-/ abbrev ActorPriorityRequest := Option ActorPriorityAssignment /--
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	25	actor-priority|priority	/-- The source global model exposes no actor-priority metadata. -/ def sourceActorPriorityMetadata
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	27	actor-priority	The source global model exposes no actor-priority metadata. -/ def sourceActorPriorityMetadata (_model : DTR.GlobalMultiStorePayloadModel) : ActorPriorityRequest :=
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	29	actor-priority	def sourceActorPriorityMetadata (_model : DTR.GlobalMultiStorePayloadModel) : ActorPriorityRequest := none
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	33	actor-priority|priority	/-- The target global program exposes no actor-priority metadata. -/ def targetActorPriorityMetadata
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	35	actor-priority	The target global program exposes no actor-priority metadata. -/ def targetActorPriorityMetadata (_program : LF.GlobalMultiStorePayloadProgram) : ActorPriorityRequest :=
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	37	actor-priority	def targetActorPriorityMetadata (_program : LF.GlobalMultiStorePayloadProgram) : ActorPriorityRequest := none
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	41	actor-priority	@[simp] theorem sourceActorPriorityMetadata_eq_none (model : DTR.GlobalMultiStorePayloadModel) : sourceActorPriorityMetadata model = none := by
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	43	actor-priority	theorem sourceActorPriorityMetadata_eq_none (model : DTR.GlobalMultiStorePayloadModel) : sourceActorPriorityMetadata model = none := by rfl
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	47	actor-priority	@[simp] theorem targetActorPriorityMetadata_eq_none (program : LF.GlobalMultiStorePayloadProgram) : targetActorPriorityMetadata program = none := by
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	49	actor-priority	theorem targetActorPriorityMetadata_eq_none (program : LF.GlobalMultiStorePayloadProgram) : targetActorPriorityMetadata program = none := by rfl
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	53	actor-priority|priority	/-- The source and target actor-priority projections agree because both are absent. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	56	actor-priority	absent. -/ def ActorPriorityMetadataCorresponds (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) :
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	60	actor-priority	(program : LF.GlobalMultiStorePayloadProgram) : Prop := sourceActorPriorityMetadata model = targetActorPriorityMetadata program
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	61	actor-priority	Prop := sourceActorPriorityMetadata model = targetActorPriorityMetadata program theorem actorPriorityMetadataCorresponds
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	63	actor-priority	targetActorPriorityMetadata program theorem actorPriorityMetadataCorresponds (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) :
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	66	actor-priority	(model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) : ActorPriorityMetadataCorresponds model program := by rfl
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	71	actor-priority|priority	/-- The supported fragment accepts exactly the absence of an external actor-priority request. -/ def RequestWithinSupportedFragment
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	74	actor-priority	-/ def RequestWithinSupportedFragment (request : ActorPriorityRequest) : Prop := request = none
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	78	actor-priority	request = none theorem noActorPriorityRequest_supported : RequestWithinSupportedFragment none := by rfl
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	82	actor-priority	rfl theorem explicitActorPriorityRequest_rejected (assignment : ActorPriorityAssignment) : ¬RequestWithinSupportedFragment (some assignment) := by
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	83	actor-priority	theorem explicitActorPriorityRequest_rejected (assignment : ActorPriorityAssignment) : ¬RequestWithinSupportedFragment (some assignment) := by simp [
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	90	actor-priority|priority	/-- The E4B actor-priority boundary combines metadata agreement with rejection of any external actor-priority assignment. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	91	actor-priority|priority	/-- The E4B actor-priority boundary combines metadata agreement with rejection of any external actor-priority assignment. -/ def Boundary
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	96	actor-priority	(model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) (request : ActorPriorityRequest) : Prop := ActorPriorityMetadataCorresponds model program ∧
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	98	actor-priority	(request : ActorPriorityRequest) : Prop := ActorPriorityMetadataCorresponds model program ∧ RequestWithinSupportedFragment request
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	104	actor-priority	(model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) (request : ActorPriorityRequest) : Boundary model program request ↔ request = none := by
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	109	actor-priority	simp [ Boundary, ActorPriorityMetadataCorresponds, RequestWithinSupportedFragment, sourceActorPriorityMetadata,
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	111	actor-priority	ActorPriorityMetadataCorresponds, RequestWithinSupportedFragment, sourceActorPriorityMetadata, targetActorPriorityMetadata, ]
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	112	actor-priority	RequestWithinSupportedFragment, sourceActorPriorityMetadata, targetActorPriorityMetadata, ]
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	115	actor-priority	] theorem boundary_without_actor_priority (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) :
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	125	actor-priority	none).2 rfl theorem boundary_rejects_explicit_actor_priority (model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram)
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	128	actor-priority	(model : DTR.GlobalMultiStorePayloadModel) (program : LF.GlobalMultiStorePayloadProgram) (assignment : ActorPriorityAssignment) : ¬Boundary model program (some assignment) := by rw [
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	137	message-server-priority|priority	/-- Local message-server priority remains represented and is preserved by translation. It is not reinterpreted as actor-level scheduling priority. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	138	priority|scheduler	/-- Local message-server priority remains represented and is preserved by translation. It is not reinterpreted as actor-level scheduling priority. -/ theorem localReactionPriority_preserved
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	140	message-server-priority	translation. It is not reinterpreted as actor-level scheduling priority. -/ theorem localReactionPriority_preserved (server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority =
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	142	priority	theorem localReactionPriority_preserved (server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority = server.priority := GlobalMultiStorePayloadDeclaredFragment.compileReaction_priority
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	143	priority	(server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority = server.priority := GlobalMultiStorePayloadDeclaredFragment.compileReaction_priority server
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	144	message-server-priority	(Translation.compileMultiStorePayloadReaction server).priority = server.priority := GlobalMultiStorePayloadDeclaredFragment.compileReaction_priority server
relico-lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	147	actor-priority	server end GlobalMultiStorePayloadActorPriorityBoundary end Correctness end Relico
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	30	priority	/-- The existing actor-local source priority-eligibility relation. -/ abbrev SourcePriorityEligible :=
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	36	priority	/-- The existing actor-local target priority-eligibility relation. -/ abbrev TargetPriorityEligible :=
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	39	message-server-priority	-/ abbrev TargetPriorityEligible := LF.MultiStorePayloadIsReactionPriorityEligible /--
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	195	message-server-priority|priority	/-- Compilation preserves actor-local message-server priority definitionally. -/ @[simp]
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	198	message-server-priority	-/ @[simp] theorem compileReaction_priority (server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority =
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	200	priority	theorem compileReaction_priority (server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority = server.priority := by rfl
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	201	priority	(server : DTR.MultiStorePayloadMessageServer) : (Translation.compileMultiStorePayloadReaction server).priority = server.priority := by rfl
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	2	correspondence	/- Bidirectional correspondence for explicit actor-indexed global payload dispatch.
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	3	trace-or-step	/- Bidirectional correspondence for explicit actor-indexed global payload dispatch. Existing local forward and backward runtime dispatch theorems are lifted
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	5	trace-or-step	dispatch. Existing local forward and backward runtime dispatch theorems are lifted pointwise through aligned actor stores. Actor selection, cross-actor priority, finite execution, and weak bisimulation remain outside this layer.
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	6	actor-priority|priority|scheduler	Existing local forward and backward runtime dispatch theorems are lifted pointwise through aligned actor stores. Actor selection, cross-actor priority, finite execution, and weak bisimulation remain outside this layer. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	7	correspondence	Existing local forward and backward runtime dispatch theorems are lifted pointwise through aligned actor stores. Actor selection, cross-actor priority, finite execution, and weak bisimulation remain outside this layer. -/ import Relico.DTR.GlobalMultiStorePayloadDispatch
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	56	scheduler	/- Temporary source relation for the synchronized actor-indexed global lift. Actor choice remains an explicit parameter. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	210	trace-or-step	/- Symmetric lookup extraction for a target-selected dispatch. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	365	correspondence	/- Replacing the same declared actor on both sides preserves the complete pointwise actor-state correspondence. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	638	trace-or-step	/- Lift one source actor's local payload dispatch into the corresponding target actor while synchronizing both global clocks with the selected event. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	890	trace-or-step	/- Lift one target actor's generated local payload dispatch back to the matching source actor, again synchronizing both global clocks with the selected event. -/
relico-lean	Relico/Correctness/GlobalMultiStorePayloadInitializationCorrespondence.lean	241	correspondence	/-- Strong static correspondence for the structural E2 translation. -/ structure GlobalMultiStorePayloadStaticCorresponds
relico-lean	Relico/Correctness/GlobalMultiStorePayloadInitializationCorrespondence.lean	445	correspondence	/-- Global startup-state correspondence over one successfully aligned actor domain. -/ theorem globalMultiStorePayloadStartupRuntime_correspond
relico-lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	15	trace-or-step	Evidence required to lift a successful source external-send frame step. The existing frame-transition witness supplies the translated target execution. Complete correspondence of the resulting global states is carried explicitly because the existing frame witness does not package that relation.
relico-lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	16	correspondence	The existing frame-transition witness supplies the translated target execution. Complete correspondence of the resulting global states is carried explicitly because the existing frame witness does not package that relation. -/
